1.48899, 0.638059, 1.6547, 1.35479, 0.197797, 0.197077, 0.25035, 0.425915, 0.0991061, 0.350846, 0.389357, 0.359729, 
1.4888, 0.638989, 1.65326, 1.35453, 0.19736, 0.197229, 0.250742, 0.441029, 0.107962, 0.350078, 0.40335, 0.374321, 
1.48866, 0.639014, 1.65277, 1.35425, 0.197166, 0.197049, 0.250933, 0.387477, 0.150162, 0.315298, 0.393036, 0.371668, 
1.48885, 0.639587, 1.65267, 1.35453, 0.197582, 0.197062, 0.251001, 0.42704, 0.122385, 0.333459, 0.406897, 0.359302, 
1.48912, 0.6392, 1.65366, 1.35461, 0.19736, 0.197289, 0.251203, 0.452571, 0.121463, 0.340737, 0.385402, 0.372191, 
1.4892, 0.64251, 1.64979, 1.35467, 0.197606, 0.197277, 0.251205, 0.392594, 0.121185, 0.345041, 0.381906, 0.359951, 
1.48968, 0.642327, 1.65246, 1.35535, 0.198286, 0.197472, 0.250976, 0.415157, 0.099274, 0.347573, 0.385637, 0.377878, 
1.48925, 0.643281, 1.65354, 1.35531, 0.198228, 0.199032, 0.251188, 0.409326, 0.125974, 0.339044, 0.378221, 0.375298, 
1.48945, 0.643215, 1.65442, 1.35513, 0.198272, 0.198314, 0.251094, 0.451346, 0.122188, 0.334273, 0.384409, 0.368823, 
1.48989, 0.647381, 1.65083, 1.35501, 0.198568, 0.199536, 0.248815, 0.384731, 0.118045, 0.322159, 0.38477, 0.37058, 
1.48971, 0.646269, 1.65177, 1.35537, 0.199331, 0.199491, 0.248522, 0.424199, 0.135927, 0.343829, 0.385242, 0.360442, 
1.48986, 0.6458, 1.65081, 1.35568, 0.199419, 0.19865, 0.249523, 0.421917, 0.111826, 0.322133, 0.39125, 0.370059, 
1.4882, 0.641294, 1.65178, 1.35373, 0.197861, 0.197285, 0.250775, 0.442411, 0.0875013, 0.340348, 0.404387, 0.365579, 
1.48583, 0.638924, 1.65124, 1.3513, 0.196622, 0.196881, 0.251179, 0.438412, 0.110544, 0.34591, 0.386378, 0.368353, 
1.48626, 0.638834, 1.65321, 1.35183, 0.196757, 0.198027, 0.25051, 0.429828, 0.122352, 0.340597, 0.377869, 0.347154, 
1.48606, 0.640925, 1.6499, 1.35126, 0.196223, 0.198622, 0.250558, 0.395763, 0.111293, 0.312652, 0.402276, 0.376962, 
1.48593, 0.639586, 1.65102, 1.35053, 0.196246, 0.195729, 0.25067, 0.42741, 0.0980781, 0.326536, 0.402191, 0.385202, 
1.48656, 0.642251, 1.65045, 1.35167, 0.197519, 0.19877, 0.250256, 0.447235, 0.137478, 0.355162, 0.38443, 0.36212, 
1.48467, 0.644472, 1.64321, 1.34902, 0.196768, 0.198411, 0.250287, 0.411735, 0.106084, 0.335969, 0.395145, 0.371995, 
1.48512, 0.644204, 1.64675, 1.35018, 0.197108, 0.198762, 0.250675, 0.39768, 0.106376, 0.308221, 0.399961, 0.364885, 
1.48756, 0.64622, 1.64925, 1.35193, 0.198306, 0.198513, 0.25063, 0.392886, 0.08585, 0.332302, 0.390053, 0.370948, 
1.48546, 0.641097, 1.65098, 1.35018, 0.197168, 0.197148, 0.250617, 0.431461, 0.128696, 0.334234, 0.374397, 0.364605, 
1.48574, 0.64557, 1.64663, 1.35156, 0.199093, 0.197509, 0.249448, 0.44997, 0.113818, 0.35979, 0.388656, 0.366716, 
1.48691, 0.647179, 1.64659, 1.3532, 0.199489, 0.198584, 0.248739, 0.442214, 0.118184, 0.355292, 0.388187, 0.361138, 
1.4888, 0.647928, 1.6466, 1.35471, 0.198176, 0.200629, 0.248939, 0.418054, 0.117797, 0.341168, 0.384338, 0.376574, 
1.48853, 0.642091, 1.65231, 1.35453, 0.197885, 0.199502, 0.248559, 0.436743, 0.143109, 0.33742, 0.382414, 0.362981, 
1.48833, 0.642034, 1.65109, 1.35362, 0.197421, 0.1989, 0.248045, 0.450906, 0.110803, 0.355892, 0.384591, 0.370323, 
1.48738, 0.644213, 1.64833, 1.35302, 0.196551, 0.19982, 0.248443, 0.411671, 0.121903, 0.342986, 0.382201, 0.368875, 
1.48867, 0.643053, 1.65251, 1.35355, 0.197194, 0.199995, 0.248245, 0.430044, 0.111667, 0.333464, 0.402803, 0.378901, 
1.48807, 0.642118, 1.65389, 1.35371, 0.198414, 0.199481, 0.248363, 0.393277, 0.120906, 0.331037, 0.392903, 0.365152, 
1.48769, 0.643023, 1.65219, 1.35331, 0.199419, 0.19781, 0.248255, 0.441296, 0.123684, 0.345711, 0.389623, 0.365391, 
1.48685, 0.644924, 1.64761, 1.35339, 0.19868, 0.197137, 0.247629, 0.397708, 0.117312, 0.338428, 0.383966, 0.362177, 
1.48706, 0.641624, 1.64792, 1.35293, 0.196188, 0.197352, 0.250173, 0.386685, 0.10087, 0.316346, 0.388285, 0.372626, 
1.48655, 0.641453, 1.64854, 1.35327, 0.196995, 0.198191, 0.249411, 0.418629, 0.120798, 0.32672, 0.384544, 0.367036, 
