
1.50068, 0.691753, 1.63929, 1.35451, 0.201369, 0.189167, 0.232494, 0.435247, 0.0548905, 0.301968, 0.35044, 0.352107, 
1.4987, 0.704885, 1.62591, 1.35168, 0.200381, 0.188809, 0.232474, 0.436525, 0.0676594, 0.275624, 0.372713, 0.37915, 
1.49829, 0.703688, 1.625, 1.35016, 0.198238, 0.188707, 0.232983, 0.416353, 0.0572533, 0.301173, 0.369711, 0.372583, 
1.49772, 0.699056, 1.62937, 1.34873, 0.197461, 0.188363, 0.233402, 0.390649, 0.0563737, 0.305377, 0.345354, 0.352888, 
1.49758, 0.705451, 1.62244, 1.34792, 0.196796, 0.188167, 0.233789, 0.42626, 0.0605825, 0.309019, 0.344479, 0.365135, 
1.49702, 0.700026, 1.62785, 1.3478, 0.196424, 0.188251, 0.234074, 0.42963, 0.0571654, 0.322841, 0.345639, 0.346537, 
1.49657, 0.704266, 1.62356, 1.34814, 0.19587, 0.189233, 0.23439, 0.433172, 0.0685255, 0.269446, 0.364276, 0.395043, 
1.49583, 0.701575, 1.626, 1.34813, 0.196088, 0.189212, 0.233408, 0.426238, 0.0543776, 0.310046, 0.351236, 0.348916, 
1.4957, 0.699286, 1.62861, 1.34787, 0.195609, 0.189663, 0.233389, 0.421789, 0.0624287, 0.288207, 0.366607, 0.38547, 
1.4957, 0.696696, 1.6312, 1.34817, 0.194423, 0.190061, 0.233009, 0.43242, 0.068228, 0.304879, 0.322739, 0.367301, 
1.49551, 0.705526, 1.62154, 1.3478, 0.194572, 0.189034, 0.232582, 0.433944, 0.0420839, 0.28406, 0.374566, 0.36328, 
1.49523, 0.702734, 1.62441, 1.34761, 0.194599, 0.188936, 0.23278, 0.377743, 0.0814984, 0.310508, 0.343138, 0.346195, 
1.49527, 0.700778, 1.62722, 1.34811, 0.194006, 0.189567, 0.233062, 0.376999, 0.0653243, 0.266822, 0.385022, 0.394269, 
1.49526, 0.699548, 1.62881, 1.34806, 0.192362, 0.189609, 0.233455, 0.430334, 0.0434028, 0.275825, 0.380143, 0.389159, 
1.49521, 0.705736, 1.62233, 1.34779, 0.192992, 0.189558, 0.233661, 0.381097, 0.0554642, 0.275753, 0.380112, 0.384911, 
1.49503, 0.702675, 1.62546, 1.34764, 0.193074, 0.189969, 0.234075, 0.365119, 0.0436102, 0.260982, 0.386363, 0.385884, 
1.49463, 0.702145, 1.62671, 1.34759, 0.193906, 0.190804, 0.23379, 0.386534, 0.0460537, 0.264048, 0.374859, 0.40407, 
1.49198, 0.693771, 1.63275, 1.34625, 0.196519, 0.19003, 0.234142, 0.384301, 0.0339143, 0.285074, 0.368176, 0.386294, 
1.49302, 0.701686, 1.6256, 1.34659, 0.195073, 0.191051, 0.234487, 0.385924, 0.061299, 0.288269, 0.359028, 0.380265, 
1.49199, 0.69869, 1.62572, 1.34507, 0.191404, 0.191452, 0.234357, 0.43169, 0.0579995, 0.261776, 0.375573, 0.397797, 
1.49112, 0.697272, 1.62656, 1.3444, 0.195174, 0.188391, 0.232978, 0.406122, 0.041207, 0.27588, 0.36716, 0.382366, 
1.491, 0.697965, 1.62495, 1.34546, 0.195183, 0.1876, 0.232863, 0.383607, 0.0681778, 0.313091, 0.339304, 0.345398, 
1.49129, 0.700451, 1.62236, 1.34591, 0.195597, 0.187522, 0.232564, 0.379573, 0.0541511, 0.300517, 0.332444, 0.348527, 
1.49143, 0.699818, 1.62267, 1.34574, 0.195502, 0.187617, 0.23231, 0.382149, 0.0495462, 0.312161, 0.341886, 0.35405, 
1.49047, 0.694059, 1.62732, 1.34523, 0.194961, 0.187547, 0.232527, 0.38524, 0.0477975, 0.28045, 0.362847, 0.382807, 
1.48982, 0.689137, 1.63092, 1.34398, 0.193667, 0.187368, 0.233615, 0.365807, 0.0598057, 0.30333, 0.340755, 0.363963, 
1.49053, 0.695576, 1.62529, 1.34416, 0.194156, 0.186796, 0.233647, 0.374124, 0.057848, 0.307455, 0.328979, 0.358018, 
1.49067, 0.684009, 1.63939, 1.3446, 0.195557, 0.186008, 0.233388, 0.372076, 0.0484636, 0.325939, 0.338152, 0.345001, 
1.49095, 0.695141, 1.62801, 1.34475, 0.195459, 0.186184, 0.233013, 0.381021, 0.0453274, 0.287972, 0.375899, 0.392438, 
1.49145, 0.687274, 1.63755, 1.34492, 0.195432, 0.186392, 0.233109, 0.380223, 0.0532113, 0.28371, 0.361191, 0.400084, 
1.49185, 0.694555, 1.63046, 1.34511, 0.195675, 0.186192, 0.233275, 0.379398, 0.0322426, 0.282727, 0.390287, 0.395748, 
1.49121, 0.698695, 1.62642, 1.34533, 0.195778, 0.186408, 0.233774, 0.377683, 0.0397001, 0.278848, 0.365436, 0.369056, 
1.4912, 0.689046, 1.63684, 1.3454, 0.195368, 0.186419, 0.234083, 0.373644, 0.0599218, 0.269683, 0.349182, 0.37496, 
1.49157, 0.700366, 1.62408, 1.34529, 0.195645, 0.186167, 0.234372, 0.376899, 0.0629522, 0.288987, 0.341129, 0.342251, 
