1.64641, 0.616458, 1.80409, 1.5122, 0.197046, 0.209143, 0.26128, 0.453405, 0.288598, 0.30777, 0.386105, 0.407989, 
1.6464, 0.62004, 1.8018, 1.51219, 0.199798, 0.206893, 0.259472, 0.42461, 0.29177, 0.309407, 0.387172, 0.427097, 
1.64846, 0.619987, 1.8031, 1.51185, 0.198564, 0.207286, 0.260638, 0.439767, 0.272346, 0.305702, 0.400651, 0.410405, 
1.64912, 0.615183, 1.80918, 1.51222, 0.199647, 0.204642, 0.259527, 0.423463, 0.307031, 0.329042, 0.396914, 0.402305, 
1.64985, 0.617496, 1.80467, 1.51163, 0.199759, 0.201051, 0.260303, 0.435845, 0.287391, 0.302006, 0.39589, 0.406144, 
1.64922, 0.618628, 1.80475, 1.51164, 0.198248, 0.202614, 0.260545, 0.439507, 0.282275, 0.315438, 0.385392, 0.405805, 
1.64822, 0.617531, 1.80657, 1.51173, 0.197295, 0.204095, 0.260929, 0.430848, 0.22925, 0.325129, 0.366426, 0.383998, 
1.64725, 0.618121, 1.80386, 1.51118, 0.196527, 0.203959, 0.261445, 0.413761, 0.266516, 0.313565, 0.392356, 0.394894, 
1.64699, 0.616145, 1.8042, 1.51061, 0.196556, 0.203302, 0.262329, 0.441841, 0.29053, 0.313393, 0.381235, 0.412746, 
1.6475, 0.61646, 1.80452, 1.51129, 0.198724, 0.203429, 0.260885, 0.456516, 0.230354, 0.302491, 0.374384, 0.405816, 
1.64909, 0.617337, 1.80469, 1.51177, 0.200897, 0.202664, 0.259973, 0.428559, 0.264341, 0.328457, 0.38133, 0.412506, 
1.64965, 0.613425, 1.81136, 1.51257, 0.201311, 0.203151, 0.260274, 0.426907, 0.279946, 0.302073, 0.388668, 0.41128, 
1.64972, 0.617038, 1.80648, 1.51286, 0.20156, 0.203146, 0.261, 0.43371, 0.265553, 0.334606, 0.389405, 0.396834, 
1.64982, 0.616786, 1.80684, 1.51289, 0.201959, 0.20284, 0.261179, 0.431935, 0.291165, 0.311931, 0.399041, 0.414428, 
